Year,State,Coal_Consumption_Mt,CO2_Emissions_MtCO2e,Carbon_Credits_Earned,Mitigation_Strategies,Carbon_Sinks_MtCO2e,Excavation,Transportation,Fuel,Equipment,Workers,FuelType,Reduction,Output
2021,Maharashtra,80.71,395.42,58725,Afforestation,27.59,542.03,127.87,9173.02,174.74,1712,Coal,8.54,1212.67
2022,Madhya Pradesh,169.86,433.96,91815,None,8.79,4284.25,80.9,3256.46,219.8,3931,Diesel,8.36,2796.65
2024,Odisha,288.89,363.14,30868,Energy Efficiency,47.32,1697.68,184.76,288.97,185.05,293,Diesel,7.48,1176.33
2017,Chhattisgarh,173.84,398.67,176796,None,30.98,897.09,113.98,4779.43,483.03,3037,Diesel,11.74,4142.83
2021,Madhya Pradesh,117.14,482.28,166670,None,23.09,3073.9,20.52,729.61,260.65,4148,Coal,17.77,3749.18
2016,Madhya Pradesh,230.78,364.09,77232,Carbon Capture,30.75,4800.71,59.84,2513.35,465.62,3376,Diesel,12.91,2098.06
2024,West Bengal,101.53,432.01,161763,None,34.94,2117.42,55.3,2350.12,174.26,4494,Gas,17.75,4287.53
2021,West Bengal,140.16,176.16,119004,Afforestation,23.72,2120.85,160.91,1141.71,409.49,2281,Diesel,17.77,2360.37
2021,West Bengal,253.48,377.44,135982,Coal Gasification,19.37,2907.21,73.89,7225.7,331.62,1810,Coal,2.41,1343.42
2020,Jharkhand,122.02,542.48,76609,Coal Gasification,22.06,2472.85,51.45,948.59,323.09,1232,Diesel,11.07,2613.08
2023,Madhya Pradesh,224.48,278.51,29065,None,27.44,1257.19,145.42,8698.76,59.38,4366,Gas,11.2,214.22
2018,Odisha,270.46,430.67,17765,Carbon Capture,37.32,2252.03,16.46,3812.86,169.0,563,Diesel,20.43,4153.13
2023,Jharkhand,243.61,274.35,100233,None,12.15,3627.31,16.17,4557.45,490.37,1940,Gas,19.19,3235.29
2015,Maharashtra,50.23,262.07,63515,Energy Efficiency,28.86,4749.7,29.72,2350.8,372.92,3708,Gas,10.81,693.49
2017,Telangana,81.59,359.34,148901,Energy Efficiency,7.04,3086.03,40.84,3985.13,483.59,1215,Gas,26.31,995.07
2019,Odisha,70.99,532.53,176929,None,11.26,2537.99,161.09,5538.15,207.13,1532,Gas,5.59,440.23
2016,Chhattisgarh,288.94,287.32,85715,Afforestation,15.76,1057.43,81.32,2308.07,185.6,690,Coal,9.86,3966.43
2018,West Bengal,270.97,362.21,164829,Energy Efficiency,18.42,508.12,190.31,3870.01,370.39,4029,Diesel,16.81,4213.56
2017,Telangana,90.35,322.25,48414,Afforestation,20.74,4542.85,62.17,8927.3,411.88,1258,Gas,26.66,804.44
2015,Chhattisgarh,96.72,333.5,58991,None,11.08,518.65,152.88,7558.56,300.74,1573,Coal,15.95,942.7
2023,Jharkhand,145.06,313.37,66413,Energy Efficiency,35.97,2165.9,80.09,1162.72,416.25,1746,Diesel,19.07,2730.61
2024,Telangana,135.24,367.01,190104,Renewable Energy,5.87,1756.8,33.81,8226.71,206.29,4795,Diesel,10.23,3855.03
2023,Chhattisgarh,238.88,336.37,13851,Carbon Capture,49.4,2153.71,40.95,5059.85,80.29,2586,Gas,21.95,4521.9
2017,Chhattisgarh,69.44,230.27,63998,Energy Efficiency,19.94,1426.91,95.26,7955.37,136.08,2668,Coal,5.25,4462.46
2020,Madhya Pradesh,200.11,591.44,156378,Coal Gasification,11.79,2151.2,94.03,5748.0,349.49,1538,Diesel,4.15,3457.93
2022,Madhya Pradesh,143.29,246.31,14081,Coal Gasification,31.38,3074.56,79.52,9360.33,414.09,4189,Gas,3.55,4848.42
2018,Odisha,59.27,234.74,30843,None,30.33,639.41,144.83,7755.5,220.2,4763,Diesel,21.87,1577.01
2021,Madhya Pradesh,151.74,137.86,190373,Coal Gasification,33.06,2802.61,146.6,7796.29,385.49,3382,Coal,15.17,3212.66
2024,Jharkhand,86.71,343.45,177006,Afforestation,45.79,3009.94,189.39,7399.62,411.06,609,Diesel,6.72,3051.07
2021,Telangana,262.23,116.84,88190,Afforestation,35.56,3947.52,169.68,7679.49,146.33,4736,Diesel,18.23,3201.41
2024,Odisha,101.78,574.91,78888,Coal Gasification,36.18,4089.32,163.34,3493.87,400.03,4200,Diesel,28.76,4953.4
2017,Madhya Pradesh,197.22,405.52,109157,None,43.28,4105.71,180.46,2072.26,327.85,3039,Gas,7.1,3183.36
2024,West Bengal,237.97,418.12,43043,Carbon Capture,49.81,1141.12,119.42,4972.74,217.93,4761,Coal,9.81,1518.87
2020,Jharkhand,56.46,134.64,128490,Afforestation,46.61,2017.67,169.45,8509.2,241.46,3011,Coal,7.08,2399.9
2022,West Bengal,56.49,395.52,19352,Afforestation,41.89,4085.43,66.36,6517.66,450.17,2836,Gas,19.48,2751.76
2016,Jharkhand,223.29,149.57,33483,Coal Gasification,5.29,1444.35,79.36,6453.52,312.99,1244,Coal,27.63,3158.44
2017,Madhya Pradesh,272.26,510.87,79549,Renewable Energy,21.78,4913.67,55.0,7803.7,464.7,2534,Coal,11.28,4510.24
2017,Telangana,207.75,331.73,139873,Energy Efficiency,22.45,1496.15,160.98,1311.9,219.61,2373,Diesel,6.43,1301.1
2021,Madhya Pradesh,226.55,381.07,114106,Energy Efficiency,20.85,4397.09,105.5,6284.2,102.99,3298,Gas,2.92,2285.85
2016,Maharashtra,155.34,373.75,41344,Coal Gasification,48.61,2083.92,129.64,2303.94,224.97,957,Gas,10.38,4966.66
2016,West Bengal,82.34,139.61,172815,Energy Efficiency,34.53,3741.87,186.76,6993.46,142.4,1486,Gas,12.88,4509.99
2017,West Bengal,198.46,303.31,63391,Renewable Energy,43.61,3545.0,135.79,5990.62,383.09,1955,Gas,21.48,766.87
2017,Odisha,61.56,124.39,11116,Renewable Energy,19.0,3785.21,35.51,6654.63,409.19,1850,Diesel,1.63,3208.97
2018,Telangana,137.59,541.03,28870,Renewable Energy,5.54,1526.81,109.2,891.79,457.51,3854,Diesel,5.38,4152.96
2017,Odisha,54.81,501.92,136466,Carbon Capture,8.37,3187.66,186.22,9383.5,59.42,167,Gas,7.29,4747.67
2015,Madhya Pradesh,199.2,197.53,64969,Carbon Capture,28.11,1036.55,38.01,2229.03,386.08,176,Gas,10.55,3627.76
2021,Jharkhand,73.37,477.98,186216,None,25.49,4455.41,195.34,2767.56,118.85,1434,Gas,3.24,4546.62
2022,Chhattisgarh,72.52,222.04,131483,Energy Efficiency,30.55,1423.71,81.31,7129.69,213.58,4647,Diesel,4.56,4982.56
2023,Chhattisgarh,79.86,213.52,51334,Renewable Energy,35.51,4912.78,81.51,8036.8,357.13,4835,Gas,10.22,1242.83
2024,Madhya Pradesh,78.64,557.52,59827,Coal Gasification,33.06,1045.83,50.03,167.64,249.12,762,Gas,8.38,3656.82
2019,Odisha,232.47,376.75,15454,None,45.95,4991.24,195.9,4842.91,192.67,466,Coal,20.04,4986.84
2022,Telangana,206.76,152.23,10125,Coal Gasification,19.38,3940.9,72.62,4780.96,239.27,347,Gas,8.67,2495.96
2016,Madhya Pradesh,116.41,563.74,22985,Carbon Capture,34.67,1100.76,136.88,5574.58,315.42,513,Gas,10.92,868.73
2017,Jharkhand,265.07,123.07,75771,Carbon Capture,47.95,3011.14,67.46,3192.9,378.83,4527,Gas,7.73,690.78
2021,West Bengal,125.44,427.17,45656,None,27.09,811.97,82.51,8331.6,160.74,4504,Coal,13.96,883.67
2019,West Bengal,256.34,216.14,198843,Afforestation,43.35,4060.15,53.15,464.26,426.4,687,Gas,28.24,2516.54
2016,Madhya Pradesh,54.76,112.23,196636,Energy Efficiency,32.31,2271.91,183.19,9039.71,155.29,678,Gas,6.4,1980.17
2015,Telangana,262.91,157.48,49668,None,9.5,1398.3,148.75,1007.21,170.31,3875,Diesel,28.32,4195.66
2022,Odisha,152.82,170.94,143511,Coal Gasification,16.64,2141.23,147.64,9857.4,118.17,4853,Coal,21.59,2437.02
2021,Maharashtra,263.99,506.81,189528,Energy Efficiency,28.88,4104.15,68.15,773.9,124.29,1888,Diesel,3.55,3615.48
2018,Madhya Pradesh,297.11,559.97,70500,Carbon Capture,44.75,3241.31,198.32,2693.58,247.4,4809,Coal,28.52,1949.11
2021,Madhya Pradesh,291.02,503.83,141628,Afforestation,8.77,3660.17,178.59,2444.0,324.2,214,Coal,5.26,3341.51
2018,West Bengal,149.54,367.06,34236,Coal Gasification,31.2,4662.34,182.03,2029.91,247.14,3483,Coal,20.35,3783.22
2022,Madhya Pradesh,255.19,455.61,53001,Coal Gasification,11.57,1678.26,79.24,501.52,172.66,2556,Gas,28.66,159.06
2024,Jharkhand,273.54,313.29,48486,Energy Efficiency,21.58,2071.98,127.02,7294.65,189.98,145,Coal,13.71,2996.42
2015,Madhya Pradesh,144.44,448.5,124072,None,22.72,4675.09,48.74,983.11,157.08,2284,Diesel,7.38,4195.31
2023,Telangana,195.5,342.71,158005,None,40.91,4726.65,112.77,7115.13,341.6,485,Coal,23.52,2746.95
2023,Madhya Pradesh,279.46,112.45,188423,None,42.93,3738.21,44.89,3615.64,63.0,1298,Gas,28.39,2495.11
2023,Maharashtra,136.74,183.33,106921,Renewable Energy,33.91,2398.98,124.77,2740.04,96.73,4423,Gas,19.09,634.98
2018,Telangana,106.27,525.06,99603,Carbon Capture,25.92,2877.15,43.23,9250.71,235.36,3952,Diesel,8.72,2388.7
2018,Madhya Pradesh,252.53,450.66,43067,None,25.78,1690.74,175.95,1133.83,357.2,2721,Coal,4.84,2249.29
2017,Odisha,283.46,406.82,51258,Renewable Energy,37.75,2809.92,75.8,3645.62,487.85,4249,Gas,3.91,4651.01
2017,West Bengal,184.77,342.08,149397,Carbon Capture,10.86,956.71,181.12,5032.13,252.85,4804,Diesel,15.23,2137.93
2020,Maharashtra,150.04,528.57,63548,Renewable Energy,35.51,2985.22,102.95,3056.16,431.22,838,Coal,12.31,4950.32
2022,Chhattisgarh,278.8,382.27,119858,Carbon Capture,7.59,1474.16,125.09,3569.83,113.82,2692,Diesel,13.05,523.38
2015,West Bengal,140.79,208.22,119013,Carbon Capture,23.34,2328.69,167.01,7315.59,403.76,4894,Coal,7.81,1164.56
2018,Jharkhand,100.25,273.37,122800,None,26.45,4033.91,76.17,3847.37,164.87,1327,Coal,17.04,170.73
2024,Telangana,143.89,436.62,117992,Renewable Energy,34.22,763.4,196.08,5412.13,493.27,2535,Coal,5.73,4478.47
2018,Chhattisgarh,71.26,398.88,114375,Renewable Energy,16.21,2994.62,194.95,9941.89,497.05,3008,Diesel,25.33,2397.51
2020,Telangana,267.39,551.76,65564,Coal Gasification,26.44,3870.98,156.82,4164.24,307.99,3448,Gas,6.99,4078.11
2021,Telangana,225.58,165.72,18617,None,14.64,4780.38,168.78,6938.8,419.83,250,Coal,11.28,2618.88
2022,Chhattisgarh,202.07,497.81,24767,Carbon Capture,45.02,3406.74,159.38,6785.34,370.1,848,Diesel,3.17,966.41
2024,Chhattisgarh,252.79,540.36,98169,Carbon Capture,26.11,1638.94,25.53,3923.25,140.05,3228,Diesel,9.62,4617.56
2018,West Bengal,174.47,289.55,196772,Afforestation,11.75,2683.5,162.64,7002.47,308.74,4015,Gas,21.0,722.47
2016,Madhya Pradesh,249.1,153.65,108831,None,33.02,4007.88,124.44,3978.65,443.31,213,Diesel,24.03,1414.36
2021,Odisha,63.18,304.94,75044,Energy Efficiency,41.46,3555.12,63.1,389.07,471.6,1770,Gas,6.11,323.54
2018,Jharkhand,259.81,107.59,141083,Renewable Energy,31.03,1478.21,65.99,8993.66,348.02,2120,Gas,7.31,4046.8
2020,Chhattisgarh,78.57,433.02,122315,Energy Efficiency,32.53,3114.94,193.25,7988.68,146.81,266,Gas,15.68,4556.34
2020,Telangana,78.29,586.19,168460,Carbon Capture,45.61,3316.16,28.29,5109.59,149.4,2240,Coal,24.37,3491.06
2024,Madhya Pradesh,254.47,422.34,28469,Carbon Capture,7.38,1506.22,75.73,6145.14,134.18,644,Gas,11.12,763.78
2023,Chhattisgarh,259.73,175.95,44214,None,34.25,3094.17,12.9,2444.85,300.63,3380,Coal,26.73,3717.24
2020,Madhya Pradesh,297.93,262.39,184189,Carbon Capture,12.18,1353.05,164.82,7860.05,277.44,4524,Gas,4.07,4925.73
2023,West Bengal,120.96,542.54,60249,None,27.94,1937.47,194.73,9301.54,177.97,3590,Diesel,4.23,684.86
2023,Telangana,213.53,550.16,16694,Afforestation,27.76,953.66,96.15,376.34,398.51,2942,Coal,5.44,2749.69
2020,Chhattisgarh,282.87,492.09,120237,Coal Gasification,7.69,3343.21,23.73,8028.99,282.38,1449,Gas,22.48,2459.38
2015,Odisha,264.07,111.25,28615,Renewable Energy,14.35,2556.6,37.68,292.94,149.01,966,Diesel,22.64,1844.67
2019,Chhattisgarh,169.03,117.96,126702,Afforestation,18.46,1370.13,109.58,4122.1,203.27,4573,Gas,0.31,1701.58
2024,West Bengal,183.59,519.11,103447,Afforestation,26.32,3670.21,198.83,3234.41,79.11,3115,Gas,15.13,1226.34
2019,Maharashtra,141.24,216.45,35792,Renewable Energy,6.03,2294.64,60.4,5397.85,344.03,2014,Gas,29.2,4964.57
2022,Madhya Pradesh,131.59,114.48,45396,Renewable Energy,47.39,3381.94,196.66,4588.58,400.12,3853,Diesel,4.09,1382.96
2024,Telangana,109.75,105.99,193550,None,6.92,3492.4,73.45,1789.48,148.49,3816,Gas,7.22,2264.26
2015,Maharashtra,215.48,271.67,111964,Renewable Energy,37.74,697.43,161.72,3108.19,279.14,2873,Coal,29.33,2143.49
2024,Madhya Pradesh,177.78,445.54,68780,Coal Gasification,26.17,3574.3,162.73,2375.45,196.33,3130,Diesel,27.73,3485.58
2015,West Bengal,246.39,455.24,131451,Energy Efficiency,46.15,3506.07,53.47,8671.32,422.85,2738,Diesel,25.04,3900.74
2021,Telangana,275.65,215.86,103432,Energy Efficiency,23.32,2255.92,45.55,4962.66,141.91,3917,Diesel,4.58,3487.42
2024,Jharkhand,171.19,145.74,139941,Energy Efficiency,46.49,1593.06,169.25,9230.84,418.39,2642,Gas,17.56,3105.25
2020,Madhya Pradesh,259.28,111.63,158566,None,38.74,4262.53,68.04,6011.82,71.41,3504,Gas,12.06,3231.76
2022,Madhya Pradesh,186.63,597.25,140726,Carbon Capture,8.71,1603.77,106.83,2288.28,109.32,4431,Diesel,7.21,1685.81
2020,West Bengal,82.32,113.11,92920,Renewable Energy,40.53,4004.21,188.81,156.68,437.38,2387,Diesel,23.46,3527.17
2024,Jharkhand,162.05,435.39,65157,Coal Gasification,15.5,3585.17,52.57,1113.87,458.62,4854,Coal,17.27,3251.54
2023,Odisha,101.99,321.25,89553,Coal Gasification,8.57,2195.7,126.33,3376.23,201.85,357,Diesel,6.73,1825.24
2015,Chhattisgarh,204.19,559.5,27801,Afforestation,8.57,2879.24,190.28,2255.09,356.11,3791,Coal,26.78,206.83
2022,Madhya Pradesh,243.84,527.12,132790,Coal Gasification,20.37,910.26,15.86,3205.5,443.1,3357,Gas,22.99,3982.86
2020,Jharkhand,125.23,208.0,134430,None,16.1,2421.31,161.42,2078.87,482.11,1567,Diesel,20.83,3890.84
2023,Maharashtra,272.06,165.08,150660,Afforestation,15.78,1825.14,15.66,1641.19,266.46,3744,Coal,17.4,4754.19
2023,Odisha,127.81,381.39,41818,Afforestation,25.58,1835.55,63.87,5995.01,112.97,2327,Diesel,1.59,2955.88
2015,Maharashtra,208.99,254.78,94745,Afforestation,9.35,2928.45,36.37,6918.54,51.9,2219,Coal,4.14,4012.55
2021,West Bengal,97.75,385.24,33080,Energy Efficiency,34.87,2525.15,39.95,3807.32,151.93,4832,Coal,28.62,4152.6
2019,Jharkhand,237.82,347.24,45546,None,38.86,4729.6,180.79,7142.11,415.14,3192,Gas,13.71,1752.48
2017,West Bengal,241.91,543.0,115355,Afforestation,25.79,1540.97,11.56,5790.84,272.71,220,Diesel,6.19,807.71
2017,Chhattisgarh,70.27,422.19,177200,None,33.43,2636.58,94.2,3185.89,455.65,1971,Diesel,18.5,3178.65
2015,Chhattisgarh,204.92,335.19,188023,Energy Efficiency,34.17,3314.13,19.29,126.93,134.37,1867,Diesel,1.59,391.69
2018,West Bengal,231.46,596.29,58020,Carbon Capture,13.95,3516.32,118.58,1080.1,120.03,3217,Coal,27.62,4502.34
2020,Maharashtra,262.99,346.94,115832,Afforestation,13.09,1200.87,107.93,2685.57,426.5,2789,Diesel,14.86,4011.49
2022,Chhattisgarh,245.8,549.02,61927,Energy Efficiency,19.04,4983.97,185.81,295.22,80.22,1080,Coal,15.92,403.34
2024,Chhattisgarh,137.67,214.78,67838,Energy Efficiency,47.91,529.54,77.36,9140.69,241.91,2769,Coal,4.01,2517.67
2021,Telangana,150.47,494.56,68225,None,49.37,1974.17,25.94,2263.88,485.56,2376,Coal,22.15,2017.82
2017,Madhya Pradesh,255.04,249.88,127923,Energy Efficiency,25.83,3625.46,193.73,1019.97,478.75,397,Gas,19.25,1601.45
2017,Jharkhand,69.02,125.37,113041,Carbon Capture,10.23,539.26,77.53,8528.18,445.74,457,Coal,8.23,4985.91
2018,Maharashtra,291.86,263.45,84960,Renewable Energy,17.05,1686.51,79.59,721.39,232.44,3724,Gas,9.06,4371.21
2023,Odisha,194.15,267.32,17602,Renewable Energy,10.41,1233.03,108.71,106.76,94.08,564,Diesel,29.72,2408.23
2021,Chhattisgarh,130.12,113.01,50944,Renewable Energy,5.93,1923.59,103.28,1113.29,87.45,834,Coal,18.59,1369.71
2019,Jharkhand,92.65,342.19,100534,Carbon Capture,27.22,562.08,198.87,3306.8,487.77,3859,Gas,20.04,4435.21
2016,Madhya Pradesh,162.83,154.2,66847,Carbon Capture,34.81,645.2,52.69,6896.68,475.45,873,Gas,6.95,4952.27
2024,Chhattisgarh,53.16,171.92,38674,None,22.87,4485.93,88.11,1162.23,103.43,1468,Diesel,16.44,1161.99
2016,Madhya Pradesh,137.5,317.78,103611,Coal Gasification,28.7,4937.72,108.1,6297.95,372.97,3531,Gas,20.39,590.15
2018,Maharashtra,96.53,127.72,91380,None,13.72,4208.53,136.62,2124.9,184.95,2479,Coal,1.47,4291.63
2022,Telangana,103.39,243.79,31707,Renewable Energy,28.98,4221.51,48.16,5611.84,231.35,3191,Coal,15.1,1404.71
2021,Odisha,275.1,196.22,146133,Coal Gasification,12.4,4801.93,180.14,6846.65,110.18,1802,Gas,5.02,1296.97
2021,West Bengal,64.71,368.72,80163,None,13.31,602.79,54.07,1113.28,238.61,1456,Diesel,7.92,666.64
2023,Telangana,253.44,154.25,27638,Coal Gasification,26.0,4728.61,185.02,1616.21,303.57,170,Diesel,2.39,3207.28
2016,Chhattisgarh,106.34,353.74,124769,Renewable Energy,13.34,2866.45,22.35,7097.17,75.42,1507,Coal,4.66,2637.87
2017,Madhya Pradesh,148.0,541.37,38105,None,20.68,756.61,85.37,4980.76,482.88,437,Coal,9.18,1771.52
2018,Telangana,291.07,390.88,90228,Renewable Energy,48.73,2989.22,189.09,3134.05,434.38,4450,Gas,23.22,4044.84
2018,West Bengal,73.09,401.5,100790,Carbon Capture,30.39,4003.02,146.81,5961.59,375.63,849,Gas,29.11,1862.43
2021,Madhya Pradesh,152.13,576.73,71625,Coal Gasification,46.74,1022.57,16.37,4578.36,222.54,2590,Gas,29.31,3771.82
2017,Maharashtra,221.94,402.43,186663,Energy Efficiency,43.96,4710.83,81.24,7950.37,224.94,1565,Coal,25.18,3746.67
2015,Odisha,147.79,292.8,134425,Carbon Capture,9.38,1428.03,142.26,7828.75,151.47,488,Diesel,5.79,351.6
2021,Jharkhand,295.91,305.63,66330,Renewable Energy,29.34,2604.69,32.2,7557.34,374.65,2279,Diesel,12.11,726.84
2015,Telangana,273.62,264.51,144880,Renewable Energy,34.7,529.97,46.56,580.33,498.67,3101,Gas,17.96,4527.68
2024,Odisha,201.84,473.9,55896,None,22.95,1512.49,155.98,983.77,278.19,3611,Gas,28.33,203.75
2015,Chhattisgarh,256.33,154.62,147256,None,8.12,1222.31,31.17,6345.68,395.4,4297,Coal,8.14,3077.81
2020,West Bengal,64.65,531.89,147113,Renewable Energy,7.37,4319.07,178.42,8387.04,318.02,1130,Gas,17.06,2046.19
2019,Telangana,62.02,253.35,27244,Coal Gasification,8.39,4487.07,142.51,236.6,91.19,4841,Coal,25.3,3905.82
2019,Jharkhand,288.69,283.13,189519,Energy Efficiency,17.52,2164.68,170.27,6602.8,395.06,4238,Diesel,16.2,1614.53
2016,Odisha,154.97,359.39,93393,Renewable Energy,47.75,4700.91,18.71,894.37,326.78,3702,Gas,24.2,754.73
2018,Telangana,189.03,552.15,179118,Energy Efficiency,36.45,3632.6,132.2,5902.82,149.97,4860,Gas,13.1,3435.4
2023,Telangana,223.4,439.94,15290,Carbon Capture,5.98,2473.26,49.75,2061.41,182.42,3034,Gas,10.19,483.96
2018,Madhya Pradesh,286.87,466.72,176187,Carbon Capture,34.42,2080.77,180.39,9905.56,241.67,1890,Coal,9.25,3679.42
2016,West Bengal,163.58,570.68,115341,Renewable Energy,26.3,2124.88,23.08,5926.3,262.88,4101,Gas,6.57,1325.29
2019,Jharkhand,174.15,473.87,55578,None,16.88,4736.84,106.16,532.11,253.25,1712,Gas,25.44,973.41
2019,Telangana,102.53,377.0,178324,Renewable Energy,46.67,3866.38,176.26,906.15,231.06,785,Gas,23.57,1564.3
2018,West Bengal,299.29,541.8,133858,Energy Efficiency,35.34,3898.38,92.43,135.98,429.75,2564,Coal,15.92,1732.32
2017,Chhattisgarh,292.96,454.84,76246,Energy Efficiency,44.4,3639.69,104.12,9990.14,379.74,156,Gas,27.45,4325.61
2022,Maharashtra,219.33,411.53,185691,Carbon Capture,17.72,1775.47,144.55,6564.59,435.37,4712,Coal,8.4,4944.86
2019,Madhya Pradesh,103.47,471.18,152989,Renewable Energy,26.51,3614.1,36.7,1917.94,262.11,2747,Diesel,2.01,4119.07
2023,Madhya Pradesh,208.68,362.88,137619,Renewable Energy,46.72,4409.18,119.5,2452.88,101.53,369,Coal,17.76,4269.85
2022,Chhattisgarh,144.08,188.34,13803,Energy Efficiency,22.56,2054.38,172.25,991.56,325.31,1541,Gas,14.57,341.3
2019,Maharashtra,280.06,457.72,100776,Afforestation,42.42,3422.69,96.93,1138.52,442.42,4384,Gas,19.66,956.66
2020,Madhya Pradesh,66.57,309.01,11902,Afforestation,49.93,2302.5,57.63,4967.01,272.16,869,Gas,16.67,1679.25
2019,Madhya Pradesh,158.65,176.64,54454,Afforestation,7.26,2043.47,162.66,8491.2,361.56,2269,Diesel,18.52,4975.14
2018,West Bengal,299.15,365.85,164363,Coal Gasification,14.51,4835.63,193.34,810.37,281.78,4451,Gas,26.57,4942.09
2020,Jharkhand,156.91,512.83,65210,Afforestation,25.47,3075.53,41.33,1087.47,109.47,2599,Gas,8.63,4594.09
2016,Madhya Pradesh,157.19,303.09,121754,Carbon Capture,48.13,2776.64,76.03,2702.56,440.08,2153,Gas,5.01,1246.96
2023,Madhya Pradesh,215.67,124.22,198055,Energy Efficiency,17.7,3286.19,60.17,488.09,344.64,1016,Gas,28.22,2093.64
2020,Odisha,136.35,593.58,75351,Carbon Capture,43.4,4181.04,119.75,8055.43,334.3,961,Gas,27.96,1480.05
2023,Telangana,238.29,169.56,29430,None,6.87,2696.74,101.18,3522.55,455.41,3882,Coal,0.5,2085.44
2016,West Bengal,258.74,108.63,177807,Energy Efficiency,30.38,1057.19,189.59,4762.86,183.98,3730,Gas,23.98,1834.32
2018,West Bengal,184.48,249.28,157640,Carbon Capture,31.89,3395.81,191.95,788.41,338.23,500,Diesel,7.7,384.71
2018,Chhattisgarh,221.45,399.39,135398,Afforestation,26.47,871.48,161.11,8625.4,269.7,545,Gas,26.4,1268.36
2020,Odisha,239.63,256.97,167332,None,25.65,3131.04,72.97,2142.19,394.61,4208,Diesel,12.4,2350.49
2022,Telangana,99.48,311.04,88544,Energy Efficiency,14.57,631.85,48.12,8075.65,473.89,2920,Coal,1.15,4705.52
2018,Telangana,161.84,598.02,141296,Energy Efficiency,42.39,1740.11,199.18,5612.18,434.69,3616,Diesel,20.07,839.41
2019,West Bengal,78.28,405.88,100529,Carbon Capture,21.5,4198.31,36.67,1648.93,313.14,1591,Diesel,27.14,3309.89
2023,Jharkhand,281.31,526.21,102027,Renewable Energy,39.94,900.65,152.11,5971.16,257.03,1896,Coal,25.65,2299.39
2016,West Bengal,64.98,311.52,187830,Carbon Capture,49.43,3355.69,185.09,6651.65,452.4,4552,Diesel,3.29,4290.39
2023,Madhya Pradesh,298.82,593.84,45377,Afforestation,17.59,3542.66,153.84,9725.65,142.77,2644,Coal,24.35,4823.03
2023,Maharashtra,72.27,193.85,118186,Renewable Energy,13.51,4062.11,136.78,3013.3,453.02,3719,Coal,1.97,3872.94
2016,Telangana,57.48,380.61,96736,Afforestation,28.94,3988.35,62.94,5913.57,325.55,2305,Coal,26.28,548.69
2018,West Bengal,144.45,320.02,123019,Energy Efficiency,32.12,508.31,56.49,354.62,498.24,2926,Diesel,10.62,494.74
2024,West Bengal,135.59,508.25,93126,Energy Efficiency,5.68,1453.5,21.56,9075.38,98.97,2102,Coal,29.33,3124.82
2022,Jharkhand,89.18,283.11,29272,Renewable Energy,12.35,4735.32,46.24,2530.07,478.49,2093,Coal,8.82,2454.45
2023,Madhya Pradesh,133.4,523.59,30753,Renewable Energy,27.33,597.73,195.87,5037.06,456.37,1406,Diesel,27.64,4532.52
2024,Jharkhand,78.12,436.22,197109,Carbon Capture,41.2,2536.58,112.3,189.55,135.96,648,Diesel,29.69,1362.05
2018,Chhattisgarh,168.79,142.21,100959,None,6.49,3338.67,136.44,4459.2,354.31,2128,Diesel,8.98,401.25
2016,Odisha,299.59,114.88,85027,Carbon Capture,14.18,1315.77,136.8,736.55,344.0,3390,Diesel,15.58,4772.01
2016,Maharashtra,146.38,423.9,105656,Afforestation,19.72,2332.55,21.28,5311.26,186.64,883,Gas,14.85,2911.03
2016,Odisha,277.5,543.6,78097,Energy Efficiency,28.03,1073.16,83.41,8120.96,338.84,1609,Gas,20.95,2536.22
2016,Jharkhand,142.67,490.21,119558,Afforestation,41.57,756.76,124.74,1343.65,308.5,3205,Coal,29.15,3500.31
2016,Chhattisgarh,292.48,476.06,119739,Energy Efficiency,23.35,1939.03,52.41,987.28,344.48,4371,Diesel,21.2,2632.54
2020,Jharkhand,273.57,168.63,103823,Carbon Capture,40.3,4781.5,17.85,3876.2,131.14,2993,Diesel,10.96,4318.03
2018,West Bengal,208.08,199.57,51131,Renewable Energy,7.02,4670.09,139.76,4869.48,277.67,899,Gas,17.37,3223.5
2020,Madhya Pradesh,231.84,275.55,132875,Carbon Capture,20.36,2213.7,11.13,3877.36,380.9,4139,Diesel,19.05,4558.77
2019,Jharkhand,89.45,506.58,132685,Afforestation,9.57,4159.66,151.03,5254.81,174.46,2541,Gas,1.93,1483.99
2022,West Bengal,154.74,372.21,30011,Energy Efficiency,27.0,4596.01,57.92,9294.95,393.36,3348,Coal,9.66,863.64
2017,Jharkhand,147.9,106.35,40407,Renewable Energy,40.66,1469.07,111.8,4209.19,186.46,3760,Coal,21.5,4215.79
2022,Maharashtra,129.17,317.57,85837,Afforestation,35.14,3312.29,113.4,9140.04,71.58,657,Gas,22.07,4225.0
2017,Maharashtra,234.89,363.57,150953,Energy Efficiency,40.97,611.46,37.21,7488.02,231.09,2970,Diesel,13.9,708.82
2023,Maharashtra,230.3,321.98,71127,Renewable Energy,41.8,1514.92,166.93,267.42,409.94,4759,Diesel,12.17,4133.12
2017,Maharashtra,196.82,460.69,21551,Renewable Energy,14.36,4702.94,116.35,3487.79,160.94,2092,Gas,10.08,4093.59
2016,Telangana,117.41,345.51,57380,None,46.18,1671.62,167.21,6926.05,234.54,3448,Coal,27.31,780.16
